,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,PROVINCE,DIVISION,DISTRICT,SUB DIVISION,AREA (sq.km),ALL SEXES (RURAL),MALE (RURAL),FEMALE (RURAL),TRANSGENDER (RURAL),SEX RATIO (RURAL),AVG HOUSEHOLD SIZE (RURAL),POPULATION 1998 (RURAL),ANNUAL GROWTH RATE (RURAL),ALL SEXES (URBAN),MALE (URBAN),FEMALE (URBAN),TRANSGENDER (URBAN),SEX RATIO (URBAN),AVG HOUSEHOLD SIZE (URBAN),POPULATION 1998 (URBAN),ANNUAL GROWTH RATE (URBAN)
0,0,0,0,0,PUNJAB,BAHAWALPUR DIVISION,BAHAWALNAGAR DISTRICT,BAHAWALNAGAR TEHSIL,1729.0,619550,316864,302644,42,104.7,6.1,407768,2.22,193840,98391,95402,47,103.13,6.02,133785,1.97
1,1,1,1,1,PUNJAB,BAHAWALPUR DIVISION,BAHAWALNAGAR DISTRICT,CHISHTIAN TEHSIL,1500.0,540342,273788,266500,54,102.73,6.15,395983,1.65,149424,75546,73851,27,102.3,6.01,102287,2.01
2,2,2,2,2,PUNJAB,BAHAWALPUR DIVISION,BAHAWALNAGAR DISTRICT,FORT ABBAS TEHSIL,2536.0,361240,182655,178541,44,102.3,6.32,250959,1.93,61528,31360,30150,18,104.01,6.0,34637,3.06
3,3,3,3,3,PUNJAB,BAHAWALPUR DIVISION,BAHAWALNAGAR DISTRICT,HAROONABAD TEHSIL,1295.0,382115,192278,189808,29,101.3,6.15,297343,1.33,142600,71345,71236,19,100.15,6.02,84424,2.79
4,4,4,4,4,PUNJAB,BAHAWALPUR DIVISION,BAHAWALNAGAR DISTRICT,MINCHINABAD TEHSIL,1818.0,452723,231506,221178,39,104.67,6.29,316593,1.9,72294,36694,35590,10,103.1,6.34,37668,3.48
5,5,5,5,5,PUNJAB,BAHAWALPUR DIVISION,BAHAWALPUR DISTRICT,AHMADPUR EAST TEHSIL,1738.0,902476,461525,440889,62,104.68,6.53,601406,2.16,176110,90003,86081,26,104.56,6.28,116891,2.18
6,6,6,6,6,PUNJAB,BAHAWALPUR DIVISION,BAHAWALPUR DISTRICT,BAHAWALPUR CITY TEHSIL,1490.0,0,0,0,0,0.0,0.0,62916,0.0,682116,350186,331842,88,105.53,5.91,356626,3.47
7,7,7,7,7,PUNJAB,BAHAWALPUR DIVISION,BAHAWALPUR DISTRICT,BAHAWALPUR SADDAR TEHSIL,745.0,467938,239541,228346,51,104.9,6.33,314428,2.11,107948,62009,45927,12,135.02,5.98,72610,2.11
8,8,8,8,8,PUNJAB,BAHAWALPUR DIVISION,BAHAWALPUR DISTRICT,HASILPUR TEHSIL,1490.0,340747,171117,169620,10,100.88,6.03,246218,1.72,115613,57743,57853,17,99.81,6.09,71295,2.57
9,9,9,9,9,PUNJAB,BAHAWALPUR DIVISION,BAHAWALPUR DISTRICT,KHAIRPUR TAMEWALI TEHSIL,993.0,221431,112952,108476,3,104.13,6.22,157049,1.82,41492,20981,20507,4,102.31,5.75,26854,2.31
10,10,10,10,10,PUNJAB,BAHAWALPUR DIVISION,BAHAWALPUR DISTRICT,YAZMAN TEHSIL,18374.0,564422,288761,275612,49,104.77,6.41,385770,2.02,48883,24884,23995,4,103.7,6.18,21028,4.53
11,11,11,11,11,PUNJAB,BAHAWALPUR DIVISION,RAHIM YAR KHAN DISTRICT,KHANPUR TEHSIL,3190.0,749218,382228,366927,63,104.17,7.06,533926,1.8,232867,118442,114373,52,103.56,6.81,149939,2.34
12,12,12,12,12,PUNJAB,BAHAWALPUR DIVISION,RAHIM YAR KHAN DISTRICT,LIAQUATPUR TEHSIL,3262.0,982018,500742,481157,119,104.07,7.02,666127,2.06,51888,26238,25637,13,102.34,6.34,32858,2.43
13,13,13,13,13,PUNJAB,BAHAWALPUR DIVISION,RAHIM YAR KHAN DISTRICT,RAHIM YAR KHAN TEHSIL,2464.0,1045577,536887,508580,110,105.57,6.98,710989,2.05,484606,247388,237127,91,104.33,6.02,274666,3.03
14,14,14,14,14,PUNJAB,BAHAWALPUR DIVISION,RAHIM YAR KHAN DISTRICT,SADIQABAD TEHSIL,2964.0,999966,516640,483247,79,106.91,7.11,613429,2.6,261622,133215,128365,42,103.78,6.44,159119,2.65
15,15,15,15,15,PUNJAB,D.G.KHAN DIVISION,DERA GHAZI KHAN DISTRICT,DE-EXCLUDED AREA D.G KHAN,5339.0,212652,109429,103213,10,106.02,7.35,126198,2.78,0,0,0,0,0.0,0.0,0,0.0
16,16,16,16,16,PUNJAB,D.G.KHAN DIVISION,DERA GHAZI KHAN DISTRICT,DERA GHAZI KHAN TEHSIL,2012.0,827602,410429,417124,49,98.39,9.27,522388,2.45,397362,201554,195775,33,102.95,7.29,190542,3.94
17,17,17,17,17,PUNJAB,D.G.KHAN DIVISION,DERA GHAZI KHAN DISTRICT,KOT CHHUTTA TEHSIL,1802.0,705564,353638,351884,42,100.5,8.86,438306,2.53,51666,25837,25820,9,100.07,9.1,0,0.0
18,18,18,18,18,PUNJAB,D.G.KHAN DIVISION,DERA GHAZI KHAN DISTRICT,TAUNSA TEHSIL,2769.0,580592,300077,280483,32,106.99,7.29,327387,3.06,97193,50363,46828,2,107.55,6.89,38297,5.01
19,19,19,19,19,PUNJAB,D.G.KHAN DIVISION,LAYYAH DISTRICT,CHOUBARA TEHSIL,2754.0,204169,104011,100150,8,103.86,6.84,161010,1.26,48371,24515,23853,3,102.78,6.77,0,0.0
20,20,20,20,20,PUNJAB,D.G.KHAN DIVISION,LAYYAH DISTRICT,LAYYAH TEHSIL,1712.0,783612,398960,384606,46,103.73,6.21,485182,2.55,193476,98457,94988,31,103.65,6.21,105860,3.22
21,21,21,21,21,PUNJAB,D.G.KHAN DIVISION,MUZAFFARGARH DISTRICT,ALIPUR TEHSIL,1391.0,595880,307377,288463,40,106.56,6.92,369452,2.54,44504,22504,21994,6,102.32,6.54,28601,2.35
22,22,22,22,22,PUNJAB,D.G.KHAN DIVISION,MUZAFFARGARH DISTRICT,JATOI TEHSIL,1010.0,555795,285241,270521,33,105.44,6.25,393772,1.83,159382,81219,78150,13,103.93,5.95,52774,5.98
23,23,23,23,23,PUNJAB,D.G.KHAN DIVISION,MUZAFFARGARH DISTRICT,KOT ADDU TEHSIL,3471.0,1093354,560409,532894,51,105.16,6.53,688771,2.46,254147,129553,124566,28,104.0,6.37,119667,4.04
24,24,24,24,24,PUNJAB,D.G.KHAN DIVISION,MUZAFFARGARH DISTRICT,MUZAFFARGARH TEHSIL,2377.0,1385109,711866,673133,110,105.75,6.45,842563,2.65,240378,124916,115424,38,108.22,6.37,140303,2.87
25,25,25,25,25,PUNJAB,D.G.KHAN DIVISION,RAJANPUR DISTRICT,DE-EXCLUDED AREA RAJANPUR,5013.0,34191,18280,15909,2,114.9,6.56,14051,4.78,0,0,0,0,0.0,0.0,0,0.0
26,26,26,26,26,PUNJAB,D.G.KHAN DIVISION,RAJANPUR DISTRICT,JAMPUR TEHSIL,2322.0,739299,377811,361435,53,104.53,7.8,417338,3.05,110090,55953,54121,16,103.39,6.92,67713,2.59
27,27,27,27,27,PUNJAB,D.G.KHAN DIVISION,RAJANPUR DISTRICT,RAJANPUR TEHSIL,2078.0,494109,254955,239095,59,106.63,7.62,314641,2.4,212661,109228,103394,39,105.64,7.17,81312,5.18
28,28,28,28,28,PUNJAB,D.G.KHAN DIVISION,RAJANPUR DISTRICT,ROJHAN TEHSIL,2905.0,391144,204450,186658,36,109.53,6.99,197433,3.66,14545,7487,7056,2,106.11,7.38,11130,1.42
29,29,29,29,29,PUNJAB,FAISALABAD DIVISION,CHINIOT DISTRICT,BHAWANA TEHSIL,879.0,339754,173525,166193,36,104.41,6.26,258757,1.44,34087,17264,16819,4,102.65,6.35,13997,4.79
30,30,30,30,30,PUNJAB,FAISALABAD DIVISION,CHINIOT DISTRICT,CHINIOT TEHSIL,709.0,277268,141800,135447,21,104.69,6.38,210354,1.46,278528,143956,134539,33,107.0,6.52,172522,2.55
31,31,31,31,31,PUNJAB,FAISALABAD DIVISION,CHINIOT DISTRICT,LALIAN TEHSIL,1055.0,329407,168126,161259,22,104.26,6.09,236830,1.75,109615,54935,54657,23,100.51,5.32,72664,2.18
32,32,32,32,32,PUNJAB,FAISALABAD DIVISION,FAISALABAD DISTRICT,CHAK JHUMRA TEHSIL,654.0,284170,143009,141136,25,101.33,6.57,221695,1.31,48796,24664,24123,9,102.24,6.12,32111,2.22
33,33,33,33,33,PUNJAB,FAISALABAD DIVISION,FAISALABAD DISTRICT,FAISALABAD CITY TEHSIL,168.0,34101,17534,16561,6,105.88,6.33,131485,6.84,3210158,1651684,1558106,368,106.01,6.3,2008861,2.49
34,34,34,34,34,PUNJAB,FAISALABAD DIVISION,FAISALABAD DISTRICT,FAISALABAD SADAR TEHSIL,1186.0,1425154,730729,694280,145,105.25,6.54,900984,2.44,39873,20160,19713,0,102.27,6.56,23126,2.9
35,35,35,35,35,PUNJAB,FAISALABAD DIVISION,FAISALABAD DISTRICT,JARANWALA TEHSIL,1811.0,1267317,651051,616147,119,105.66,6.55,924849,1.67,226606,116758,109810,38,106.33,6.45,136997,2.68
36,36,36,36,36,PUNJAB,FAISALABAD DIVISION,FAISALABAD DISTRICT,SAMMUNDRI TEHSIL,754.0,486176,245494,240637,45,102.02,6.54,453729,0.36,156938,78834,78084,20,100.96,6.39,54908,5.67
37,37,37,37,37,PUNJAB,FAISALABAD DIVISION,FAISALABAD DISTRICT,TANDLIAN WALA TEHSIL,1284.0,618660,316100,302533,27,104.48,6.47,478372,1.36,84495,42915,41554,26,103.28,6.34,62430,1.6
38,38,38,38,38,PUNJAB,FAISALABAD DIVISION,JHANG DISTRICT,18-HAZARI TEHSIL,1566.0,268160,135653,132487,20,102.39,6.12,200036,1.55,27554,14039,13513,2,103.89,6.27,0,0.0
39,39,39,39,39,PUNJAB,FAISALABAD DIVISION,JHANG DISTRICT,AHMADPUR SIAL TEHSIL,851.0,365900,185430,180440,30,102.77,6.69,250117,2.02,67634,34066,33561,7,101.5,6.52,46348,2.01
40,40,40,40,40,PUNJAB,FAISALABAD DIVISION,JHANG DISTRICT,JHANG TEHSIL,2591.0,1035377,528229,507071,77,104.17,6.26,694457,2.12,429441,219152,210209,80,104.25,6.19,304673,1.82
41,41,41,41,41,PUNJAB,FAISALABAD DIVISION,JHANG DISTRICT,SHORKOT TEHSIL,1158.0,474764,241172,233557,35,103.26,6.64,321004,2.08,73803,37187,36606,10,101.59,5.85,52786,1.78
42,42,42,42,42,PUNJAB,FAISALABAD DIVISION,TOBA TEK SINGH DISTRICT,GOJRA TEHSIL,851.0,482391,242314,240026,51,100.95,6.62,377204,1.3,174831,87132,87664,35,99.39,6.28,117892,2.09
43,43,43,43,43,PUNJAB,FAISALABAD DIVISION,TOBA TEK SINGH DISTRICT,KAMALIA TEHSIL,486.0,236336,119521,116794,21,102.33,6.67,186350,1.26,135674,67973,67672,29,100.44,6.35,97324,1.76
44,44,44,44,44,PUNJAB,FAISALABAD DIVISION,TOBA TEK SINGH DISTRICT,PIRMAHAL TEHSIL,774.0,378026,190292,187703,31,101.38,6.51,258335,2.02,44220,22174,22030,16,100.65,5.81,30257,2.01
45,45,45,45,45,PUNJAB,FAISALABAD DIVISION,TOBA TEK SINGH DISTRICT,TOBA TEK SINGH TEHSIL,1141.0,652771,328034,324693,44,101.03,6.31,494293,1.47,87246,42925,44297,24,96.9,5.91,59938,1.99
46,46,46,46,46,PUNJAB,GUJRANWALA DIVISION,GUJRANWALA DISTRICT,GUJRANWALA CITY TEHSIL,131.0,73890,37904,35977,9,105.36,6.52,20654,6.93,185874,93470,92388,16,101.17,6.74,94468,3.62
47,47,47,47,47,PUNJAB,GUJRANWALA DIVISION,GUJRANWALA DISTRICT,GUJRANWALA SADDAR TEHSIL,783.0,641189,321787,319316,86,100.77,6.74,586535,0.47,2165340,1104898,1060164,278,104.22,6.52,1225602,3.04
48,48,48,48,48,PUNJAB,GUJRANWALA DIVISION,GUJRANWALA DISTRICT,KAMOKE TEHSIL,834.0,330876,167798,163050,28,102.91,7.16,253078,1.42,248814,126412,122342,60,103.33,6.68,152288,2.61
49,49,49,49,49,PUNJAB,GUJRANWALA DIVISION,GUJRANWALA DISTRICT,NOWSHERA VIRKAN TEHSIL,678.0,485434,243677,241716,41,100.81,7.03,390142,1.15,49377,24712,24657,8,100.22,7.1,33940,1.99
50,50,50,50,50,PUNJAB,GUJRANWALA DIVISION,GUJRANWALA DISTRICT,WAZIRABAD TEHSIL,1196.0,530559,260858,269656,45,96.74,6.54,431493,1.09,299713,147474,152191,48,96.9,6.13,212740,1.82
51,51,51,51,51,PUNJAB,GUJRANWALA DIVISION,GUJRAT DISTRICT,GUJRAT TEHSIL,1463.0,954998,458232,496703,63,92.25,6.3,729885,1.42,542708,267839,274804,65,97.47,6.11,363203,2.13
52,52,52,52,52,PUNJAB,GUJRANWALA DIVISION,GUJRAT DISTRICT,KHARIAN TEHSIL,1154.0,781334,368221,413045,68,89.15,6.25,611829,1.29,229928,121978,107945,5,113.0,6.07,167803,1.67
53,53,53,53,53,PUNJAB,GUJRANWALA DIVISION,GUJRAT DISTRICT,SARAI ALAMGIR TEHSIL,575.0,192457,91893,100549,15,91.39,6.01,138122,1.76,54864,26612,28249,3,94.21,5.81,37166,2.07
54,54,54,54,54,PUNJAB,GUJRANWALA DIVISION,HAFIZABAD DISTRICT,HAFIZABAD TEHSIL,1189.0,400049,200710,199314,25,100.7,6.7,337482,0.9,263867,132881,130957,29,101.47,6.57,147705,3.1
55,55,55,55,55,PUNJAB,GUJRANWALA DIVISION,HAFIZABAD DISTRICT,PINDI BHATTIAN TEHSIL,1178.0,354176,180597,173563,16,104.05,6.46,268383,1.47,138862,70480,68354,28,103.11,6.51,79410,2.98
56,56,56,56,56,PUNJAB,GUJRANWALA DIVISION,MANDI BAHAUDDIN DISTRICT,MALAKWAL TEHSIL,759.0,328748,160746,167980,22,95.69,6.24,250452,1.44,43423,20971,22431,21,93.49,5.77,31258,1.74
57,57,57,57,57,PUNJAB,GUJRANWALA DIVISION,MANDI BAHAUDDIN DISTRICT,MANDI BAHAUDDIN TEHSIL,759.0,451306,217510,233767,29,93.05,6.37,365444,1.11,217232,106393,110779,60,96.04,6.18,113502,3.47
58,58,58,58,58,PUNJAB,GUJRANWALA DIVISION,MANDI BAHAUDDIN DISTRICT,PHALIA TEHSIL,1155.0,487627,237748,249825,54,95.17,6.31,368235,1.49,65703,32420,33274,9,97.43,6.18,31661,3.91
59,59,59,59,59,PUNJAB,GUJRANWALA DIVISION,NAROWAL DISTRICT,NAROWAL TEHSIL,1065.0,460844,230567,230243,34,100.14,7.18,342064,1.58,135695,67681,67987,27,99.55,6.59,83815,2.56
60,60,60,60,60,PUNJAB,GUJRANWALA DIVISION,NAROWAL DISTRICT,SHAKARGARH TEHSIL,835.0,590387,287663,302682,42,95.04,7.2,470108,1.2,81643,39775,41854,14,95.03,6.22,50747,2.53
61,61,61,61,61,PUNJAB,GUJRANWALA DIVISION,NAROWAL DISTRICT,ZAFARWAL TEHSIL,437.0,399687,195066,204588,33,95.35,7.16,298539,1.54,39319,19182,20118,19,95.35,6.62,19824,3.66
62,62,62,62,62,PUNJAB,GUJRANWALA DIVISION,SIALKOT DISTRICT,DASKA TEHSIL,690.0,643101,317238,325790,73,97.37,6.9,482078,1.53,204016,100737,103252,27,97.56,6.76,123357,2.68
63,63,63,63,63,PUNJAB,GUJRANWALA DIVISION,SIALKOT DISTRICT,PASRUR TEHSIL,975.0,719133,351782,367278,73,95.78,6.99,534176,1.57,121714,60280,61407,27,98.16,6.73,77695,2.39
64,64,64,64,64,PUNJAB,GUJRANWALA DIVISION,SIALKOT DISTRICT,SAMBRIAL TEHSIL,450.0,272882,131310,141546,26,92.77,6.61,226030,0.99,137941,66951,70963,27,94.35,6.51,72401,3.44
65,65,65,65,65,PUNJAB,GUJRANWALA DIVISION,SIALKOT DISTRICT,SIALKOT TEHSIL,901.0,1115287,544590,570546,151,95.45,6.7,767868,1.98,680864,348401,332368,95,104.82,6.28,439876,2.32
66,66,66,66,66,PUNJAB,LAHORE DIVISION,KASUR DISTRICT,CHUNIAN TEHSIL,1212.0,663615,341604,321991,20,106.09,6.55,523694,1.25,162708,84636,78042,30,108.45,6.18,60873,5.3
67,67,67,67,67,PUNJAB,LAHORE DIVISION,KASUR DISTRICT,KASUR TEHSIL,1493.0,845004,438789,406176,39,108.03,6.74,575903,2.03,488579,252101,236425,53,106.63,6.35,326889,2.13
68,68,68,68,68,PUNJAB,LAHORE DIVISION,KASUR DISTRICT,KOT RADHA KISHAN TEHSIL,398.0,301629,156736,144879,14,108.18,6.85,193356,2.36,58894,30135,28749,10,104.82,6.32,39555,2.11
69,69,69,69,69,PUNJAB,LAHORE DIVISION,KASUR DISTRICT,PATTOKI TEHSIL,892.0,753853,391493,362322,38,108.05,6.62,519162,1.98,180599,93123,87460,16,106.47,6.42,115074,2.4
70,70,70,70,70,PUNJAB,LAHORE DIVISION,LAHORE DISTRICT,LAHORE CANTT TEHSIL,466.0,0,0,0,0,0.0,0.0,182733,100.0,1632702,857133,775333,236,110.55,6.17,735997,4.27
71,71,71,71,71,PUNJAB,LAHORE DIVISION,LAHORE DISTRICT,LAHORE CITY TEHSIL,214.0,0,0,0,0,0.0,0.0,143532,100.0,3653616,1905921,1746900,795,109.1,6.25,2075867,3.01
72,72,72,72,72,PUNJAB,LAHORE DIVISION,LAHORE DISTRICT,MODEL TOWN TEHSIL,353.0,0,0,0,0,0.0,0.0,273036,100.0,2703569,1421291,1281762,516,110.89,6.11,1136192,4.66
73,73,73,73,73,PUNJAB,LAHORE DIVISION,LAHORE DISTRICT,RAIWIND TEHSIL,467.0,0,0,0,0,0.0,0.0,330620,100.0,848541,448403,400031,107,112.09,6.34,27314,19.78
74,74,74,74,74,PUNJAB,LAHORE DIVISION,LAHORE DISTRICT,SHALIMAR TEHSIL,272.0,0,0,0,0,0.0,0.0,201105,100.0,2281557,1181239,1099956,362,107.39,6.35,1233718,3.28
75,75,75,75,75,PUNJAB,LAHORE DIVISION,NANKANA SAHIB DISTRICT,NANKANA SAHIB TEHSIL,1662.0,773871,396393,377408,70,105.03,6.25,615443,1.21,110135,55703,54411,21,102.37,6.01,68520,2.52
76,76,76,76,76,PUNJAB,LAHORE DIVISION,NANKANA SAHIB DISTRICT,SANGLA HILL TEHSIL,223.0,166106,83320,82774,12,100.66,6.46,137652,0.99,61498,31046,30438,14,102.0,6.32,50368,1.05
77,77,77,77,77,PUNJAB,LAHORE DIVISION,NANKANA SAHIB DISTRICT,SHAH KOT TEHSIL,331.0,169885,86217,83649,19,103.07,6.27,133619,1.27,73491,37595,35878,18,104.79,6.11,39263,3.35
78,78,78,78,78,PUNJAB,LAHORE DIVISION,SHEIKHUPURA DISTRICT,FEROZEWALA TEHSIL,511.0,510209,265244,244918,47,108.3,6.62,277111,3.26,284280,147335,136897,48,107.62,6.63,118958,4.68
79,79,79,79,79,PUNJAB,LAHORE DIVISION,SHEIKHUPURA DISTRICT,MURIDKE TEHSIL,1028.0,426737,219623,207089,25,106.05,6.82,309073,1.71,212852,108703,104137,12,104.38,6.61,143296,2.1
80,80,80,80,80,PUNJAB,LAHORE DIVISION,SHEIKHUPURA DISTRICT,SAFDARABAD TEHSIL,461.0,218751,111298,107427,26,103.6,6.61,180657,1.01,54056,26908,27136,12,99.16,6.41,47058,0.73
81,81,81,81,81,PUNJAB,LAHORE DIVISION,SHEIKHUPURA DISTRICT,SHARAK PUR TEHSIL,375.0,155574,79914,75654,6,105.63,6.81,122561,1.26,41885,21163,20716,6,102.16,6.11,28186,2.1
82,82,82,82,82,PUNJAB,LAHORE DIVISION,SHEIKHUPURA DISTRICT,SHEIKHUPURA TEHSIL,1369.0,947220,493745,453373,102,108.9,6.66,674097,1.8,608440,312450,295895,95,105.59,6.43,375167,2.57
83,83,83,83,83,PUNJAB,MULTAN DIVISION,KHANEWAL DISTRICT,JAHANIAN TEHSIL,549.0,299779,151053,148708,18,101.58,6.52,224703,1.53,43646,21864,21779,3,100.39,6.18,24871,3.0
84,84,84,84,84,PUNJAB,MULTAN DIVISION,KHANEWAL DISTRICT,KABIRWALA TEHSIL,1804.0,809002,413527,395406,69,104.58,6.31,565066,1.9,149594,75728,73850,16,102.54,6.34,98812,2.2
85,85,85,85,85,PUNJAB,MULTAN DIVISION,KHANEWAL DISTRICT,KHANEWAL TEHSIL,784.0,585160,297829,287262,69,103.68,6.03,455413,1.33,271097,138280,132777,40,104.14,5.97,151599,3.1
86,86,86,86,86,PUNJAB,MULTAN DIVISION,KHANEWAL DISTRICT,MIAN CHANNU TEHSIL,1212.0,639860,322910,316900,50,101.9,6.22,459047,1.76,122095,61477,60590,28,101.46,6.32,88979,1.68
87,87,87,87,87,PUNJAB,MULTAN DIVISION,LODHRAN DISTRICT,DUNYAPUR TEHSIL,889.0,453663,228308,225323,32,101.32,6.37,320689,1.84,41554,20923,20621,10,101.46,6.2,29513,1.81
88,88,88,88,88,PUNJAB,MULTAN DIVISION,LODHRAN DISTRICT,KAHROR PACCA TEHSIL,778.0,394678,201333,193317,28,104.15,6.28,286458,1.7,106285,54236,52036,13,104.23,5.92,75074,1.84
89,89,89,89,89,PUNJAB,MULTAN DIVISION,LODHRAN DISTRICT,LODHRAN TEHSIL,1111.0,585751,297346,288363,42,103.12,6.68,394565,2.1,117762,59248,58496,18,101.29,6.51,65501,3.13
90,90,90,90,90,PUNJAB,MULTAN DIVISION,MULTAN DISTRICT,JALALPUR PIRWALA TEHSIL,978.0,487518,247132,240350,36,102.82,6.14,332497,2.03,67453,34035,33409,9,101.87,6.05,32219,3.96
91,91,91,91,91,PUNJAB,MULTAN DIVISION,MULTAN DISTRICT,MULTAN CITY TEHSIL,304.0,432114,224005,208071,38,107.66,6.12,303233,1.88,1827001,937027,889763,211,105.31,6.15,1078245,2.81
92,92,92,92,92,PUNJAB,MULTAN DIVISION,MULTAN DISTRICT,MULTAN SADDAR TEHSIL,1632.0,1238708,636150,602391,167,105.6,6.18,803159,2.3,84368,47914,36416,38,131.57,5.6,146875,2.87
93,93,93,93,93,PUNJAB,MULTAN DIVISION,MULTAN DISTRICT,SHUJABAD TEHSIL,806.0,528906,268108,260741,57,102.83,6.37,363214,1.99,80098,40824,39267,7,103.97,6.01,57409,1.77
94,94,94,94,94,PUNJAB,MULTAN DIVISION,VEHARI DISTRICT,BUREWALA TEHSIL,1295.0,787629,397316,390239,74,101.81,6.3,578486,1.63,232030,116541,115451,38,100.94,6.18,152097,2.24
95,95,95,95,95,PUNJAB,MULTAN DIVISION,VEHARI DISTRICT,MAILSI TEHSIL,1639.0,825158,414628,410463,67,101.01,6.27,615886,1.55,128452,64421,64002,29,100.65,6.21,88992,1.95
96,96,96,96,96,PUNJAB,MULTAN DIVISION,VEHARI DISTRICT,VEHARI TEHSIL,1430.0,783165,397067,386033,65,102.86,6.33,560612,1.77,145647,73823,71801,23,102.82,6.19,94343,2.31
97,97,97,97,97,PUNJAB,RAWALPINDI DIVISION,ATTOCK DISTRICT,ATTOCK TEHSIL,1002.0,222710,111968,110735,7,101.11,6.39,143989,2.32,212493,112426,100041,26,112.38,5.91,117840,3.15
98,98,98,98,98,PUNJAB,RAWALPINDI DIVISION,ATTOCK DISTRICT,FATEH JANG TEHSIL,1249.0,259933,129406,130510,17,99.15,6.21,188270,1.71,66500,33250,33241,9,100.03,6.51,25986,5.06
99,99,99,99,99,PUNJAB,RAWALPINDI DIVISION,ATTOCK DISTRICT,HASAN ABDAL TEHSIL,350.0,153891,78008,75882,1,102.8,6.62,97880,2.41,63218,32039,31174,5,102.77,6.65,37976,2.71
100,100,100,100,100,PUNJAB,RAWALPINDI DIVISION,ATTOCK DISTRICT,HAZRO TEHSIL,348.0,284881,140446,144406,29,97.26,6.31,196785,1.96,55308,27569,27736,3,99.4,6.43,42156,1.44
101,101,101,101,101,PUNJAB,RAWALPINDI DIVISION,ATTOCK DISTRICT,JAND TEHSIL,2043.0,247319,117735,129570,14,90.87,5.46,211065,0.84,48194,23084,25104,6,91.95,5.87,17284,5.53
102,102,102,102,102,PUNJAB,RAWALPINDI DIVISION,ATTOCK DISTRICT,PINDI GHEB TEHSIL,1865.0,226736,110514,116212,10,95.1,5.82,165854,1.66,45195,22205,22986,4,96.6,5.91,29850,2.2
103,103,103,103,103,PUNJAB,RAWALPINDI DIVISION,CHAKWAL DISTRICT,CHAKWAL TEHSIL,2167.0,518313,246589,271680,44,90.76,5.54,394992,1.44,138214,68508,69677,29,98.32,5.88,80508,2.88
104,104,104,104,104,PUNJAB,RAWALPINDI DIVISION,CHAKWAL DISTRICT,CHOA SAIDAN SHAH TEHSIL,473.0,119368,58453,60913,2,95.96,5.59,91838,1.39,22574,11431,11137,6,102.64,5.85,13418,2.77
105,105,105,105,105,PUNJAB,RAWALPINDI DIVISION,CHAKWAL DISTRICT,KALLAR KAHAR TEHSIL,953.0,126096,61503,64587,6,95.23,5.24,122548,0.15,43142,22320,20818,4,107.21,5.45,0,0.0
106,106,106,106,106,PUNJAB,RAWALPINDI DIVISION,CHAKWAL DISTRICT,LAWA TEHSIL,910.0,110175,52857,57314,4,92.22,5.56,95626,0.75,15595,7447,8146,2,91.42,5.35,0,0.0
107,107,107,107,107,PUNJAB,RAWALPINDI DIVISION,CHAKWAL DISTRICT,TALA GANG TEHSIL,2022.0,337903,162481,175410,12,92.63,5.53,247029,1.66,64083,31589,32484,10,97.24,5.69,37766,2.82
108,108,108,108,108,PUNJAB,RAWALPINDI DIVISION,JHELUM DISTRICT,DINA TEHSIL,678.0,165222,79799,85412,11,93.43,6.03,130735,1.24,73243,39099,34128,16,114.57,5.92,52638,1.75
109,109,109,109,109,PUNJAB,RAWALPINDI DIVISION,JHELUM DISTRICT,JHELUM TEHSIL,586.0,254761,123856,130876,29,94.64,6.01,186177,1.66,190471,97586,92853,32,105.1,5.71,147392,1.36
